title,url,lyric,genre
Runaway - Thoại 004,https://nhac.vn/bai-hat/runaway-thoai-004-son73YO,khoảnh khắc ấy như đang còn đây niềm tin đến đi không một chút luyến tiếc thời gian giờ giây phút như đang dừng lại một ai đó đang chờ đợi những lúc ta buồn vui có ai ở đây có ai cùng ta có ai chạy theo những giấc mơ hoang đường cùng ta cảm giác như ta giờ đang lạc lối tự dặn mình phải mau quên đi hình bóng ta không hề quen thuộc mọi giác quan ta giờ đây đã mãi chìm vào một giấc mơ hoang đường nơi mà trái tim ta dần phai nhòa chạy trốn khỏi thời gian chạy trốn khỏi ai chạy trốn khỏi thời gian những vết thương sẽ lành đi có ai ở đây có ai cùng với tôi có ai chạy theo những giấc mơ hoang đường cùng tôi,rock-viet
Bạn Xưa (Reconcile) - Mèow Lạc,https://nhac.vn/bai-hat/ban-xua-reconcile-meow-lac-son73YQ,ngày xưa tôi có anh bạn cùng tôi đi khắp chốn trời mênh mông bọn tôi không biết lo âu là chi chẳng mấy khi buồn rầu một hôm trời lạnh buốt tâm can bạn tôi chuyển nhà đi xa sau mười năm không thấy tăm hơi ngồi đây tôi lại ngẩn ngơ khi cuộc sống đã biến đôi ta thành những người dưng thời gian dần trôi cứ thế đưa ta ngày càng xa quá xa chợt nghe đâu đó ai đồn bạn tôi nay đã yên vị đâu đây vợ con sung túc xe hơi vào ra nhà mới mua ngoại thành một hôm trời lạnh buốt tâm can chợt thấy anh bạn đằng xa sau mười năm không thấy tăm hơi bạn tôi không nhận ra tôi khi cuộc sống đã biến đôi ta thành những người dưng thời gian dần trôi cứ thế đưa ta ngày càng xa quá xa việc anh việc tôi mỗi đứa lo riêng một thân chỉ mong về sau có lúc thong dong cùng nhau bước đi bạn xưa của tôi bạn xưa của tôi bạn xưa của tôi bạn xưa của tôi khi cuộc sống đã biến đôi ta thành những người dưng thời gian dần trôi cứ thế đưa ta ngày càng xa quá xa việc anh việc tôi mỗi đứa lo riêng một thân chỉ mong về sau còn lúc thong dong cùng nhau bước đi,rock-viet
Dưới Ánh Đèn - Mèow Lạc,https://nhac.vn/bai-hat/duoi-anh-den-meow-lac-sobVaL7,dưới ánh đèn tay nắm chặt nhẹ bước từng bước đắm say nhịp nhàng lặng nghe trái tim tôi và em cùng nhau lắng nghe những nốt nhạc màn đêm như làn mây buông xuống thả vào từng cơn gió se lạnh và đôi ta cùng ngắm sao trời trong khúc nhạc dịu êm lặng nhìn bóng em tan vào hư vô về nơi phía xa khuất chân trời màn đêm như làn mây buông xuống thả vào từng cơn gió se lạnh và đôi ta cùng ngắm sao trời trong khúc nhạc dịu ê,rock-viet
Mưa Bóng Mây - Mèow Lạc,https://nhac.vn/bai-hat/mua-bong-may-meow-lac-so3wkv0,nắng thu rơi ngoài hiên nhòm qua ô cửa nhỏ tầng mây vẫn cứ trôi êm đềm tìm em góc phố đông người tầng mây vẫn cứ trôi những lo âu nằm sâu tâm trí anh rối bời tầng mây vẫn cứ trôi êm đềm anh chẳng muốn biết đâu thế gian rộng lớn tầng mây vẫn cứ trôi thoáng qua em chẳng nói điều chi khi em chợt tới làn mưa bóng mây bóng mây vội đến rồi đi bỗng thấy em lại tới làm anh xuyến xao một chốc làn mưa bóng mây bóng mây vội đến rồi đi lộ ánh mặt trời,rock-viet
"Nhất Quỷ, Nhì Ma, Thứ Ba Lũ Quạ - Mèow Lạc",https://nhac.vn/bai-hat/nhat-quy-nhi-ma-thu-ba-lu-qua-meow-lac-soXWkal,lũ quạ không ngoan đi theo bầy đàn sớm dậy ban mai đã thấy la cà lũ quạ ham chơi đi theo bầy đàn xế chiều trăng lên đã thấy la cà ôi đàn quạ bướng nghịch lũ quạ mau lên chớ có lề mề cứ lặng im nghe không ăn no đòn hết ngày quạ bay mau mau ra về về chốn quạ hay xa ngóng trông mỏi mòn ôi đàn quạ bướng nghịch xin thầy đừng phán xét chúng con vì bọn con đã lớn hết rồi xin thầy đừng phán xét chúng con vì bọn con đã lớn hết rồi,rock-viet
Thành Phố Đung Đưa - Mèow Lạc,https://nhac.vn/bai-hat/thanh-pho-dung-dua-meow-lac-so0P9XM,thành phố bỗng chốc lên đèn lấp lánh màn sương phủ lên mọi thứ thật nhanh mặt trăng nghiêng nghiêng mỉm cười tỏa sáng thành phố chìm trong khói mây mơ màng và rồi khi thế giới kia đang ngủ say màn đêm ôm lấy em lâu thật lâu làm em ngất ngây một giây ngẩn ngơ em thấy thành phố đung đưa nhịp nhàng ánh đèn vàng vẫn đang ở đây vẫn luôn ở cạnh em phải chăng đêm nay em về cùng ai liệu em đang mong chờ ai sớm mai còn bao tâm tư trong lòng em mang nay lạc trong thành khói mây mơ màng ngay phút này đây em có nghe được cao vút tầng mây em có thấy được,rock-viet
Dalat - Thoại 004,https://nhac.vn/bai-hat/dalat-thoai-004-so88lyx,qua bao đoạn đường nhìn em với ánh dương ôm em thật chặt cơn mưa lạnh dần giọt mưa lất phất rơi ánh mắt bần thần nhìn em giá như em đang ngồi đằng sau xe để nói tôi nghe câu chuyện ở gần xa và giá như tiếng nói em chìm vào giấc mơ nhấp chút vị cồn hòa thêm chút nhớ nhung sao chung một đường mà lại xa chắc phải giả vờ vì không chung lối đi biết nói điều gì cùng em và giá như em đang ngồi đằng sau xe để nói tôi nghe câu chuyện ở gần xa và giá như tiếng nói em chìm vào giấc mơ và giá như không quay lại và nhìn em để ánh mắt em không chạm vào lòng tôi và giá như những giấc mơ chỉ là giấc mơ,rock-viet
Everybody Wants To Be Loved - The Cassette,https://nhac.vn/bai-hat/everybody-wants-to-be-loved-the-cassette-soxl79Q,i don t know why everybody has different faces but they live in a same place day after day i don t know why all the children seem so loud but they never let it out to make you proud cause everybody wants to be loved everybody wants to be loved x6 don t you know how much they love you don t you know how much they care you ve never heard this song before so this hand and sing it out loud everybody wants to be loved everybody wants to be loved x6,rock-viet
July - The Cassette,https://nhac.vn/bai-hat/july-the-cassette-sop95M4,didn t know what to say on the first day but i was such a fool i didn t tell you that i needed someone like you in my life every little things we have been through need a sun to shine where we want it to i ll sing this song for the rest of my life so how s it going cause i miss you i heard a lot of birds whispering only about your name guess i know why i started to cry every picture in my car reminds me the time i had been with you every little things we have been through need a sun to shine where we want it to i ll sing this song for the rest of my life so how s it going cause i miss you i heard a lot of birds whispering only about your name guess i know why i started to cry every picture in my car reminds me the time i had been with you so how s it going cause i miss you i heard a lot of birds whispering only about your name guess i know why i started to cry every picture in my car reminds me the time i had been with you been with you every picture in my car reminds me the time i had been with you,rock-viet
Long Gone - The Cassette,https://nhac.vn/bai-hat/long-gone-the-cassette-soGLR9y,oh darling don t you know how much i miss you darling don t you know how much i love you and love you the sun s going down i will feel the way you made me feel til the morning when we wake up and wake up but now we ll never be the same we ll never be the same we ll never be the same again because you re long long gone and every teardrop is a waterfall you know it my dear i paint the picture of your smile your smile the days gone by i remember all the songs we sang but i can t remember your voice your voice and now we re never be the same we re never be the same we re never be the same again because you re long long gone you re long long gone x3 oh darling don t you know how much i miss you darling don t you know how much i love you and love you but now we ll never be the same we ll never be the same we ll never be the same again because you re long long gone because you re long long gone,rock-viet
When The Stars Come Out - The Cassette,https://nhac.vn/bai-hat/when-the-stars-come-out-the-cassette-so5Avp9,if the skies are falling down would you leave or you stay by my side if i m calling you right now would you hear me or you leave everything behind if you don t believe in the songs we wrote why didn t you just say it and let the rain wash away the pain and you know when the stars come out just you and me i ll say the truth it is the end of me when the night s getting so cold how do you feel i know it s hard to let it go when the tune is over would you remember it would you sing it everyday if you don t believe in the songs we wrote why didn t you just say it and let the rain wash away the pain and you know when the stars come out just you and me i ll say the truth it is the end of me if the skies are falling down would you leave or you stay by my side if i m calling you right now would you hear me or you leave everything behind,rock-viet
Ai Thích - Itễu,https://nhac.vn/bai-hat/ai-thich-iteu-soRlLQq,cứ mỗi sáng thức giấc không thấy những ước mơ lại vụt qua ngày có cố cũng mang đi đâu nữa chôn ta sâu hơn vào vũng lầy hãy ngẩng đầu lên nhìn cuộc sống ta mơ nay ta bơ vơ mãi ngồi mong chờ đã đến lúc ta phải dừng cuộc chơi hãy sống hơn một giấc mơ sao không nói hết ra để thấy ta quên đi hết ưu phiền nếu sớm mai chẳng có ai sao không nói hết ra để ta vui you say with me cứ mỗi tối cố gắng nhắm mắt bao ái ân giờ nhạt phai dần muốn vứt hết ném hết vứt hết ném hết những tháng năm còn lại hãy ngẩng đầu lên nhìn cuộc sống ta mơ nay ta bơ vơ mãi ngồi mong chờ đã đến lúc ta phải dừng lại thôi đã đến lúc ta phải dừng cuộc chơi dừng cuộc chơi hãy sống hơn một giấc mơ sao không nói hết ra để thấy ta quên đi hết ưu phiền nếu sớm mai chẳng có ai sao không nói hết ra để ta vui you say wi,rock-viet
Bước - Itễu,https://nhac.vn/bai-hat/buo-c-iteu-so88lX5,những bước chân quên không rã rời của thời gian đẩy tôi đi đến lúc này đứng giữa bao nhiêu những tất bật của ngày hôm nay tôi nhận ra cứ mãi loay hoay theo nỗi buồn và đôi chân như bị tê dại muốn thấy ước mơ ngày xưa trở lại và tôi chạy thật nhanh x4 sải rộng đôi vai nhìn về tương lai chạy cùng đam mê đến nơi tôi vẫn mơ bỏ lại sau lưng chuyện ngày hôm qua đè nặng trên vai bước đi theo trái tim những bước chân quên không rã rời của thời gian đẩy tôi đi đến lúc này đứng giữa bao nhiêu những tất bật của ngày hôm nay tôi nhận ra muốn thấy ước mơ ngày xưa trở lại và tôi chạy thật nhanh x4 sải rộng đôi vai nhìn về tương lai chạy cùng đam mê đến nơi tôi vẫn mơ bỏ lại sau lưng chuyện ngày hôm qua đè nặng trên vai bước đi theo trái tim bước đi là chính tôi x6 bước đi bước đi bước đi là chính tôi,rock-viet
Chuyện Phiếm - Itễu,https://nhac.vn/bai-hat/chuyen-phiem-iteu-soAbAXL,cuộc sống hổ lốn theo ngày dài trôi đi ta vẫn đi qua với những điều thị phi tốt xấu lẫn lộn cuồng quay giữa chợ đời mà tiền tài vật chất ôi danh vọng gọi mời lòng người nặng nhẹ ta đem cân ra đong đếm chuyện phiếm x4 đôi khi cây sống mà không cần có nước và ta vẫn sống luôn hướng về phía trước cây ngay chết đứng cũng là lẽ thường tình nhưng như thế còn hơn là làm người vô hình chuyện phiếm x4 tôi không quan tâm thèm được cùng bay cùng say với cơn gió cuộc sống có lúc khó lúc vui mặt trời bừng lên dập tan cơn giông đến cuộc sống có lúc nắng lúc mưa ta say ta quên đi những âu lo ưu phiền và nhận ra ai biết được ngày mai xé hết những suy tư những âu lo bất chợt một tay gạt hết lối u mê ta say ta quên đi những âu lo ưu phiền và nhận ra ai biết được ngày mai xé hết những suy tư những âu lo bất chợt một tay gạt hết lối u mê rồi từng ngày trôi quá vội không ai đến bên tôi cho tôi chơi vơi rồi dòng đời không đón đợi có ai đứng bên tôi cho tôi chơi vơi,rock-viet
Khi Ta Không Còn Nhau - Itễu,https://nhac.vn/bai-hat/khi-ta-khong-con-nhau-iteu-soWaNwY,nỗi nhớ cứ thế cho đi ngồi lại đây yêu đương vẫn thế cứ mãi sống với u mê vậy làm sao cho vơi đi biết bao giờ đến bao giờ cơn mưa kia quay ngược lên trời cao biết khi nào đến khi nào khi khi ta không còn nhau ngàn yêu thương trao về đâu vì em xa anh vì em xa anh vì em xa anh rồi còn đâu khi mong manh thời gian vụt qua tay ta sao quá nhanh những giấc mơ xưa còn nồng ấm sóng gió cũng đã qua đi bầu trời kia mây đen vẫn thế chờ nắng tới cứu rỗi u mê vậy mà bình minh nay nơi đâu biết bao giờ đến bao giờ con tim kia quay về nơi bình yên biết khi nào đến khi nào,rock-viet
